0.46150938	-1.246865	0.046379693
3.921664	-1.251658	2.3355076
-0.2036919	1.5479673	-0.98038405
-3.1484587	-2.2961123	1.0912008
-1.4426821	2.8720713	0.17551987
0.75768447	0.85463446	2.3428454
-2.8763988	-0.57145286	-1.0213042
2.0121853	-1.2415078	-0.048292857
-3.4335787	-0.2793853	-0.6120303
-1.1409233	1.8547232	2.6533103
-0.59864855	-2.5247998	-0.70568085
-2.4258366	-0.9017539	1.1802969
1.0350602	-3.2669175	-4.1593246
0.9526982	0.6000903	2.294852
-3.4196005	-0.85679376	-0.48193774
-0.45996732	3.4200606	2.0391293
0.364394	0.002838968	0.49347216
-1.4932936	-0.95940846	2.7608213
-0.8541634	-0.7646334	-0.65597594
-3.0490744	0.35665217	1.3080359
1.3602415	1.9723616	-1.1724068
4.0255823	-1.4930389	2.1073942
-2.5111842	0.8390603	1.5194136
-3.1771867	-1.9854082	0.9507072
-1.0727168	-1.115655	1.0736057
2.94838	-4.155634	-0.59541327
-2.3420029	1.6976316	-1.2548001
3.0768538	-2.4502125	-1.682631
1.435933	0.8051789	-0.9844409
-2.5230408	0.53347707	1.2603799
-1.157064	-0.17921072	-2.4397292
-0.86440545	-2.4736094	3.3429997
-0.07850737	0.34676132	0.17286076
-2.3550868	0.77330303	1.8381166
2.419782	-1.0107876	2.873658
-2.3479617	-0.7433109	1.4361942
0.21627298	-0.90525484	0.8318293
3.6751542	-1.0384382	3.597812
-1.3000987	2.284066	-0.8043587
0.99094605	1.1217457	1.5700434
-3.9183896	-1.3091496	-0.07918449
-0.66574985	-1.3075516	1.2274337
-2.9179664	1.4079952	-0.69784087
-2.6438525	0.048699863	0.6560631
-1.939007	-0.0724189	-3.0519786
-0.945134	3.3785017	0.16696541
-0.8970663	-0.2623176	-1.3116114
-0.9839182	-0.59953403	2.59133
-1.082595	-0.19849463	-2.7894354
1.021924	-2.9604282	-0.37239644
-0.3504783	-2.9807048	-1.95944
6.4796257	-0.4946624	-0.43264294
1.0619012	3.964549	-1.6150907
-2.9411407	-0.50262487	0.57690424
-0.64415276	3.2084193	-0.65139186
-0.6052333	0.6477974	1.969264
5.159571	-0.06912721	-1.1014522
-2.0856173	2.362142	1.3333853
1.1057844	2.4649231	-2.864097
-3.0659719	-2.8608983	0.8137975
1.7006412	1.7002232	-0.26517898
-2.3821118	-0.12536928	1.111092
1.0865597	-1.5006568	1.0076933
4.7021976	-1.1193786	1.0423408
2.265985	2.0167565	0.63397306
-2.3382716	-1.5014226	1.272733
0.94700223	-0.93244725	2.019724
-3.7195256	-1.9861648	0.519241
0.72741896	-2.0860007	-2.0998173
4.836889	-0.71160305	-0.51208085
-0.94705904	-1.9975563	-0.729104
-1.5489068	1.6421998	1.7354655
-3.6630058	-1.0907388	-0.0039823167
-0.37611684	-0.5291432	2.5220802
-0.24426651	-1.3851473	-3.1307006
3.2967193	-1.7187598	0.90222883
-1.3997605	-3.5465808	-2.688453
-3.434204	-2.7702386	0.76460534
-3.5329273	-1.8285636	1.3856866
-1.7145633	1.0775238	1.9912682
1.9745573	-1.653428	-1.7541876
4.177293	-0.98377043	1.7233943
3.9608245	-2.2476823	0.2569874
0.8359785	-0.12713428	2.3635855
-1.0568278	2.7026155	-1.266849
-0.714286	-1.4559939	0.5212456
-1.0785552	-0.07671096	-2.8195891
-0.5124474	3.5982347	2.3835316
4.5402727	-1.4217411	-2.6006894
0.3293802	3.4619389	2.6513965
2.1708488	0.80400926	1.6975518
-0.5110932	2.573297	1.4931637
-0.6983022	2.212823	-1.3163924
0.6371947	-0.89334846	2.237779
-0.7822643	-0.56593406	1.6837372
4.8423758	-0.8371398	1.5411404
-2.5287364	2.3233154	0.34073836
-0.51662713	-0.5563163	1.8879625
-0.66289824	-1.7516648	-3.807206
-3.6499732	-1.4768069	0.40046054
-1.2214469	0.5707246	0.39082226
-0.1151934	2.7823021	0.45968607
-3.4361413	-1.1331636	-0.18208593
-1.1775807	3.1076117	0.84737116
-2.8403156	-0.09570535	-0.70336026
-3.4626951	-3.1479092	1.3403182
1.8222282	-0.4287936	-0.7343002
0.9742905	-2.5224762	-0.29882935
1.6851674	-1.6660484	-1.6672611
-0.72784764	0.6730618	-0.040985625
0.29087558	2.3359244	-1.9702574
2.9543397	0.80345726	-2.140906
-3.9306068	-1.028144	-0.06463933
-3.096762	-3.4541328	1.370185
5.326032	-0.1239767	-0.11091406
-0.565342	3.2385125	1.6263815
-0.15442576	4.023151	-0.40552056
2.4490328	-2.3593712	0.23243964
3.0485296	-1.1498433	-0.25284278
5.3437467	-1.4997175	3.4337475
2.2767065	0.8015357	-1.6982478
5.9273667	-3.1651287	-1.738114
-1.3690846	-1.9023684	0.8568078
-0.6220713	2.8306122	1.6897427
-3.6750941	-1.3365774	-0.28383952
-0.8364009	-2.1999075	0.99160457
1.2187175	-0.136398	-0.3715923
-0.94235945	1.2843968	2.7203815
-3.6398532	-1.7215536	0.24929805
-0.35368264	-1.6507258	2.7600152
-1.1665871	-1.5059836	-2.5800316
-0.24261332	2.3496628	2.7376976
-2.1073234	-1.1681393	-0.05583925
-2.8791516	1.384163	0.19613212
-0.9150468	0.61986655	-2.9036493
-0.0031269114	-2.4689908	0.29621917
-1.4065233	-1.80415	-4.034358
-2.1691718	-1.9876621	2.2654212
2.1150768	-2.67706	-0.58980054
-0.8648568	2.115008	2.4556165
-2.6532598	-0.003948145	-0.49448156
-1.9999099	0.31316698	1.7464416
-1.0434948	2.5862675	-0.5568607
-0.9623876	0.4894907	-0.17293791
-1.3548375	-1.1343237	-2.2710645
-1.4967341	0.05524176	2.0963802
0.17209214	-2.4963672	1.9049202
-0.5500203	0.8370987	2.4570816
-1.5541025	1.2366077	0.816376
1.2609203	-2.2528322	-3.9624455
-1.2735348	0.5942131	1.290935
1.1720916	0.85358393	2.158509
-3.478194	-2.2905428	0.31560567
-2.67936	0.94359076	0.658482
-0.22577268	2.7643497	-2.1666348
0.6216791	-0.020902008	2.9766998
2.9527502	-0.29030466	0.08415941
